src_ip;oct1;oct2;oct3;oct4;pca1;pca2
192.168.128.148;192;168;128;148;49.18864324978019;-2.5587489021661
192.168.128.149;192;168;128;149;50.18861745078879;-2.5515657749071314
192.168.128.150;192;168;128;150;51.18859165179739;-2.5443826476481632
192.168.128.180;192;168;128;180;81.18781768205531;-2.3288888298791037
192.168.128.209;192;168;128;209;110.1870695113046;-2.120578139369013
192.168.128.229;192;168;128;229;130.18655353147656;-1.9769155941896401
192.168.128.252;192;168;128;252;153.1859601546743;-1.811703667233361
192.168.128.253;192;168;128;253;154.1859343556829;-1.8045205399743924
192.168.121.5;192;168;121;5;-93.85794938526202;3.4138833068615524
192.168.121.11;192;168;121;11;-87.85810417921041;3.4569820704153638
192.168.121.17;192;168;121;17;-81.85825897315883;3.5000808339691756
192.168.121.18;192;168;121;18;-80.85828477215024;3.507263961228145
192.168.121.23;192;168;121;23;-75.85841376710724;3.5431795975229874
192.168.121.26;192;168;121;26;-72.85849116408146;3.5647289792998937
192.168.121.43;192;168;121;43;-55.85892974693531;3.68684214270236
192.168.121.48;192;168;121;48;-50.859058741892326;3.7227577789972037
192.168.121.51;192;168;121;51;-47.85913613886654;3.74430716077411
192.168.121.73;192;168;121;73;-25.85970371667739;3.90233596047142
192.168.121.78;192;168;121;78;-20.859832711634407;3.9382515967662632
192.168.121.85;192;168;121;85;-13.860013304574226;3.9885334875790432
192.168.121.108;192;168;121;108;9.139393318623512;4.153745414535322
192.168.122.40;192;168;122;40;-58.851669222702135;2.665318559916859
192.168.122.44;192;168;122;44;-54.85177241866775;2.6940510689527337
192.168.122.47;192;168;122;47;-51.85184981564196;2.7156004507296396
192.168.122.55;192;168;122;55;-43.85205620757318;2.773065468801389
192.168.122.60;192;168;122;60;-38.8521852025302;2.808981105096232
192.168.122.62;192;168;122;62;-36.852236800513;2.823347359614169
192.168.122.69;192;168;122;69;-29.85241739345281;2.8736292504269496
192.168.122.81;192;168;122;81;-17.852726981349647;2.959826777534574
192.168.122.84;192;168;122;84;-14.852804378323853;2.98137615931148
192.168.122.85;192;168;122;85;-13.852830177315258;2.9885592865704487
192.168.122.90;192;168;122;90;-8.852959172272271;3.024474922865292
192.168.122.92;192;168;122;92;-6.853010770255076;3.0388411773832287
192.168.122.97;192;168;122;97;-1.8531397652120891;3.0747568136780723
192.168.122.103;192;168;122;103;4.1467054408394945;3.1178555772318837
192.168.122.116;192;168;122;116;17.146370053951262;3.211236231598476
192.168.122.117;192;168;122;117;18.146344254959857;3.218419358857445
192.168.122.124;192;168;122;124;25.14616366202004;3.2687012496702255
192.168.122.130;192;168;122;130;31.14600886807162;3.3118000132240364
192.168.122.134;192;168;122;134;35.14590567210601;3.340532522259912
192.168.122.136;192;168;122;136;37.1458540741232;3.3548987767778486
192.168.122.137;192;168;122;137;38.145828275131805;3.3620819040368173
192.168.122.138;192;168;122;138;39.145802476140396;3.3692650312957855
192.168.122.140;192;168;122;140;41.14575087815759;3.383631285813723
192.168.122.141;192;168;122;141;42.1457250791662;3.3908144130726923
192.168.125.4;192;168;125;4;-94.82919107723473;-0.5931966244317983
192.168.125.54;192;168;125;54;-44.83048102680487;-0.23404026148336626
192.168.125.61;192;168;125;61;-37.83066161974468;-0.18375837067058576
192.168.125.63;192;168;125;63;-35.83071321772749;-0.16939211615264846
192.168.125.64;192;168;125;64;-34.830739016718894;-0.16220898889367982
192.168.125.65;192;168;125;65;-33.830764815710296;-0.15502586163471116
192.168.125.66;192;168;125;66;-32.8307906147017;-0.14784273437574252
192.168.125.67;192;168;125;67;-31.830816413693103;-0.14065960711677386
192.168.125.68;192;168;125;68;-30.83084221268451;-0.13347647985780528
192.168.125.69;192;168;125;69;-29.8308680116759;-0.12629335259883656
192.168.125.71;192;168;125;71;-27.830919609658714;-0.11192709808089926
192.168.125.72;192;168;125;72;-26.830945408650113;-0.10474397082193067
192.168.125.73;192;168;125;73;-25.830971207641518;-0.09756084356296199
192.168.125.75;192;168;125;75;-23.831022805624322;-0.08319458904502473
192.168.125.77;192;168;125;77;-21.83107440360713;-0.0688283345270874
192.168.125.78;192;168;125;78;-20.83110020259853;-0.06164520726811878
192.168.125.79;192;168;125;79;-19.831126001589933;-0.05446208000915015
192.168.125.80;192;168;125;80;-18.83115180058134;-0.0472789527501815
192.168.125.85;192;168;125;85;-13.831280795538351;-0.011363316455338283
192.168.125.86;192;168;125;86;-12.831306594529753;-0.00418018919636965
192.168.125.87;192;168;125;87;-11.831332393521157;0.0030029380625989865
192.168.125.89;192;168;125;89;-9.83138399150396;0.01736919258053628
192.168.125.91;192;168;125;91;-7.831435589486764;0.031735447098473576
192.168.125.92;192;168;125;92;-6.831461388478168;0.03891857435744223
192.168.125.93;192;168;125;93;-5.831487187469571;0.04610170161641088
192.168.125.94;192;168;125;94;-4.831512986460973;0.05328482887537951
192.168.125.95;192;168;125;95;-3.831538785452376;0.060467956134348154
192.168.125.97;192;168;125;97;-1.8315903834351814;0.07483421065228545
192.168.125.98;192;168;125;98;-0.8316161824265841;0.0820173379112541
192.168.125.99;192;168;125;99;0.16835801858201324;0.08920046517022273
192.168.125.114;192;168;125;114;15.167971033710973;0.1969473740547524
192.168.125.157;192;168;125;157;58.16686167708067;0.5058218461904042
192.168.125.163;192;168;125;163;64.16670688313225;0.548920609744216
192.168.125.174;192;168;125;174;75.1664230942268;0.627935009592871
192.168.125.188;192;168;125;188;89.16606190834717;0.728498791218432
192.168.125.190;192;168;125;190;91.16601031036437;0.7428650457363694
192.168.125.194;192;168;125;194;95.16590711439875;0.7715975547722439
192.168.127.11;192;168;127;11;-87.81500541565661;-2.5428631356362086
192.168.127.16;192;168;127;16;-82.81513441061362;-2.506947499341366
192.168.127.18;192;168;127;18;-80.81518600859643;-2.492581244823428
192.168.127.20;192;168;127;20;-78.81523760657923;-2.478214990305491
192.168.127.44;192;168;127;44;-54.81585678237289;-2.3058199360902436
192.168.127.45;192;168;127;45;-53.8158825813643;-2.298636808831275
192.168.127.46;192;168;127;46;-52.8159083803557;-2.2914536815723063
192.168.127.47;192;168;127;47;-51.8159341793471;-2.2842705543133377
192.168.127.48;192;168;127;48;-50.81595997833851;-2.2770874270543686
192.168.127.51;192;168;127;51;-47.81603737531272;-2.255538045277463
192.168.127.52;192;168;127;52;-46.81606317430412;-2.248354918018494
192.168.127.54;192;168;127;54;-44.816114772286916;-2.233988663500557
192.168.127.55;192;168;127;55;-43.81614057127833;-2.226805536241588
192.168.127.56;192;168;127;56;-42.81616637026973;-2.21962240898262
192.168.127.57;192;168;127;57;-41.816192169261136;-2.2124392817236513
192.168.127.64;192;168;127;64;-34.81637276220095;-2.1621573909108704
192.168.127.65;192;168;127;65;-33.81639856119236;-2.154974263651902
192.168.127.66;192;168;127;66;-32.81642436018376;-2.147791136392933
192.168.127.67;192;168;127;67;-31.81645015917516;-2.1406080091339645
192.168.127.68;192;168;127;68;-30.816475958166567;-2.1334248818749963
192.168.127.72;192;168;127;72;-26.816579154132178;-2.104692372839122
192.168.127.73;192;168;127;73;-25.81660495312358;-2.097509245580153
192.168.127.75;192;168;127;75;-23.816656551106387;-2.0831429910622155
192.168.127.76;192;168;127;76;-22.81668235009779;-2.075959863803247
192.168.127.77;192;168;127;77;-21.81670814908919;-2.068776736544278
192.168.127.78;192;168;127;78;-20.816733948080593;-2.0615936092853095
192.168.127.79;192;168;127;79;-19.816759747071995;-2.0544104820263414
192.168.127.80;192;168;127;80;-18.816785546063397;-2.0472273547673727
192.168.127.81;192;168;127;81;-17.816811345054802;-2.040044227508404
192.168.127.82;192;168;127;82;-16.8168371440462;-2.0328611002494354
192.168.128.17;192;168;128;17;-81.80797708234606;-3.4997385730909922
192.168.128.39;192;168;128;39;-59.80854466015692;-3.3417097733936822
192.168.128.45;192;168;128;45;-53.80869945410533;-3.29861100983987
192.168.128.47;192;168;128;47;-51.80875105208814;-3.284244755321933
192.168.128.151;192;168;128;151;52.18856585280598;-2.537199520389194
192.168.128.153;192;168;128;153;54.188514254823176;-2.5228332658712564
192.168.128.154;192;168;128;154;55.18848845583178;-2.5156501386122887
192.168.128.157;192;168;128;157;58.18841105885756;-2.4941007568353823
192.168.121.6;192;168;121;6;-92.85797518425342;3.42106643412052
192.168.121.15;192;168;121;15;-83.85820737517602;3.485714579451238
192.168.121.36;192;168;121;36;-62.85874915399548;3.63656025188958
192.168.121.77;192;168;121;77;-21.859806912643002;3.9310684695072946
192.168.121.106;192;168;121;106;7.139444916606318;4.139379160017385
192.168.121.112;192;168;121;112;13.139290122657902;4.182477923571197
192.168.121.114;192;168;121;114;15.139238524675095;4.196844178089134
192.168.121.126;192;168;121;126;27.138928936778264;4.283041705196758
192.168.122.45;192;168;122;45;-53.85179821765915;2.7012341962117024
192.168.122.100;192;168;122;100;1.1467828378137026;3.0963061954549778
192.168.122.108;192;168;122;108;9.14657644588248;3.1537712135267273
192.168.122.143;192;168;122;143;44.14567348118338;3.405180667590629
192.168.125.31;192;168;125;31;-67.8298876500026;-0.3992521884396451
192.168.125.32;192;168;125;32;-66.829913448994;-0.39206906118067647
192.168.125.33;192;168;125;33;-65.82993924798541;-0.3848859339217078
192.168.125.46;192;168;125;46;-52.830274634873646;-0.2915052795551154
192.168.125.48;192;168;125;48;-50.83032623285645;-0.2771390250371781
192.168.125.83;192;168;125;83;-15.831229197555546;-0.025729570973275582
192.168.125.159;192;168;125;159;60.16681007909785;0.5201881007083414
192.168.125.161;192;168;125;161;62.16675848111504;0.5345543552262786
192.168.125.162;192;168;125;162;63.16673268212364;0.5417374824852473
192.168.125.164;192;168;125;164;65.16668108414085;0.5561037370031846
192.168.125.166;192;168;125;166;67.16662948615803;0.5704699915211218
192.168.125.167;192;168;125;167;68.16660368716663;0.5776531187800905
192.168.125.198;192;168;125;198;99.16580391843316;0.8003300638081186
192.168.127.41;192;168;127;41;-57.81577938539869;-2.327369317867149
192.168.127.60;192;168;127;60;-38.81626956623534;-2.1908898999467454
192.168.127.83;192;168;127;83;-15.81686294303761;-2.0256779729904664
192.168.127.86;192;168;127;86;-12.816940340011815;-2.0041285912135605
192.168.127.87;192;168;127;87;-11.816966139003215;-1.996945463954592
192.168.127.88;192;168;127;88;-10.816991937994619;-1.989762336695623
192.168.127.89;192;168;127;89;-9.81701773698602;-1.9825792094366546
192.168.128.20;192;168;128;20;-78.80805447932028;-3.4781891913140868
192.168.121.8;192;168;121;8;-90.8580267822362;3.435432688638458
192.168.122.63;192;168;122;63;-35.85226259950441;2.830530486873138
192.168.122.65;192;168;122;65;-33.8523141974872;2.844896741391075
192.168.125.40;192;168;125;40;-58.83011984092523;-0.3346040431089273
192.168.125.58;192;168;125;58;-40.830584222770476;-0.20530775244749166
192.168.125.84;192;168;125;84;-14.831254996546946;-0.018546443714306936
192.168.125.96;192;168;125;96;-2.831564584443779;0.06765108339331681
192.168.125.158;192;168;125;158;59.166835878089245;0.5130049734493726
192.168.125.165;192;168;125;165;66.16665528514943;0.5632868642621532
192.168.125.170;192;168;125;170;71.16652629019242;0.5992025005569964
192.168.125.172;192;168;125;172;73.16647469220962;0.6135687550749338
192.168.128.135;192;168;128;135;36.18897863666842;-2.652129556532692
192.168.128.147;192;168;128;147;48.188669048771594;-2.5659320294250687
192.168.128.161;192;168;128;161;62.18830786289197;-2.465368247799508
192.168.128.190;192;168;128;190;91.18755969214128;-2.2570575572894174
192.168.121.113;192;168;121;113;14.139264323666497;4.189661050830165
192.168.121.116;192;168;121;116;17.13918692669229;4.211210432607071
192.168.121.119;192;168;121;119;20.139109529718084;4.232759814383977
192.168.121.120;192;168;121;120;21.13908373072668;4.239942941642947
192.168.121.121;192;168;121;121;22.139057931735277;4.247126068901915
192.168.121.122;192;168;121;122;23.13903213274387;4.254309196160883
192.168.122.153;192;168;122;153;54.14541549126937;3.4770119401803155
192.168.122.156;192;168;122;156;57.14533809429515;3.4985613219572214
192.168.122.157;192;168;122;157;58.14531229530374;3.50574444921619
192.168.122.158;192;168;122;158;59.145286496312345;3.512927576475159
192.168.123.3;192;168;123;3;-95.84353153276128;1.3995686503264237
192.168.125.51;192;168;125;51;-47.830403629830656;-0.25558964326027217
192.168.125.90;192;168;125;90;-8.831409790495364;0.024552319839504934
192.168.125.168;192;168;125;168;69.16657788817523;0.5848362460390591
192.168.127.37;192;168;127;37;-61.81567618943308;-2.356101826903024
192.168.127.63;192;168;127;63;-35.81634696320955;-2.169340518169839
192.168.127.90;192;168;127;90;-8.817043535977426;-1.9753960821776861
192.168.127.91;192;168;127;91;-7.817069334968827;-1.9682129549187173
192.168.127.92;192;168;127;92;-6.817095133960229;-1.9610298276597486
192.168.127.93;192;168;127;93;-5.817120932951632;-1.95384670040078
192.168.121.65;192;168;121;65;-33.85949732474618;3.8448709423996714
192.168.121.80;192;168;121;80;-18.859884309617215;3.9526178512841996
192.168.121.110;192;168;121;110;11.139341720640706;4.16811166905326
192.168.121.153;192;168;121;153;54.13823236401039;4.476986141188912
192.168.122.139;192;168;122;139;40.145776677148994;3.3764481585547546
192.168.122.142;192;168;122;142;43.14569928017479;3.3979975403316605
192.168.122.144;192;168;122;144;45.145647682191985;3.412363794849598
192.168.122.145;192;168;122;145;46.145621883200576;3.4195469221085664
192.168.122.146;192;168;122;146;47.145596084209174;3.4267300493675354
192.168.122.147;192;168;122;147;48.14557028521777;3.4339131766265036
192.168.122.151;192;168;122;151;52.145467089252165;3.4626456856623777
192.168.122.155;192;168;122;155;56.14536389328655;3.491378194698253
192.168.122.254;192;168;122;254;155.14280979313767;4.202507793336149
192.168.125.101;192;168;125;101;2.168306420599208;0.10356671968816002
192.168.125.102;192;168;125;102;3.1682806216078054;0.11074984694712868
192.168.125.103;192;168;125;103;4.168254822616403;0.11793297420609733
192.168.125.104;192;168;125;104;5.168229023625001;0.12511610146506594
192.168.125.105;192;168;125;105;6.168203224633597;0.13229922872403457
192.168.125.106;192;168;125;106;7.168177425642194;0.13948235598300324
192.168.125.108;192;168;125;108;9.168125827659388;0.1538486105009405
192.168.125.109;192;168;125;109;10.168100028667986;0.1610317377599092
192.168.125.110;192;168;125;110;11.16807422967658;0.1682148650188778
192.168.125.111;192;168;125;111;12.168048430685179;0.17539799227784647
192.168.125.112;192;168;125;112;13.168022631693777;0.1825811195368151
192.168.125.115;192;168;125;115;16.167945234719568;0.204130501313721
192.168.125.117;192;168;125;117;18.167893636736764;0.2184967558316583
192.168.125.118;192;168;125;118;19.167867837745362;0.22567988309062698
192.168.125.119;192;168;125;119;20.167842038753957;0.23286301034959556
192.168.125.120;192;168;125;120;21.16781623976256;0.24004613760856428
192.168.125.121;192;168;125;121;22.167790440771153;0.24722926486753288
192.168.125.122;192;168;125;122;23.167764641779755;0.2544123921265015
192.168.125.123;192;168;125;123;24.167738842788346;0.26159551938547015
192.168.125.124;192;168;125;124;25.167713043796947;0.26877864664443885
192.168.125.125;192;168;125;125;26.167687244805542;0.2759617739034074
192.168.125.131;192;168;125;131;32.16753245085713;0.31906053745721935
192.168.125.141;192;168;125;141;42.1672744609431;0.39089181004690576
192.168.125.160;192;168;125;160;61.16678428010645;0.52737122796731
192.168.125.169;192;168;125;169;70.16655208918382;0.5920193732980279
192.168.125.171;192;168;125;171;72.16650049120102;0.6063856278159652
192.168.125.173;192;168;125;173;74.16644889321822;0.6207518823339024
192.168.125.175;192;168;125;175;76.16639729523541;0.6351181368518397
192.168.125.176;192;168;125;176;77.16637149624401;0.6423012641108083
192.168.125.179;192;168;125;179;80.1662940992698;0.6638506458877143
192.168.125.180;192;168;125;180;81.1662683002784;0.671033773146683
192.168.125.182;192;168;125;182;83.1662167022956;0.6854000276646202
192.168.125.183;192;168;125;183;84.1661909033042;0.6925831549235889
192.168.125.184;192;168;125;184;85.16616510431278;0.6997662821825575
192.168.125.185;192;168;125;185;86.16613930532138;0.7069494094415261
192.168.125.186;192;168;125;186;87.16611350632998;0.7141325367004948
192.168.125.187;192;168;125;187;88.16608770733858;0.7213156639594634
192.168.125.189;192;168;125;189;90.16603610935577;0.7356819184774009
192.168.125.191;192;168;125;191;92.16598451137297;0.7500481729953381
192.168.125.192;192;168;125;192;93.16595871238155;0.7572313002543066
192.168.125.196;192;168;125;196;97.16585551641596;0.7859638092901812
192.168.125.197;192;168;125;197;98.16582971742456;0.7931469365491499
192.168.125.199;192;168;125;199;100.16577811944174;0.8075131910670871
192.168.125.200;192;168;125;200;101.16575232045034;0.8146963183260558
192.168.125.201;192;168;125;201;102.16572652145894;0.8218794455850245
192.168.125.202;192;168;125;202;103.16570072246753;0.8290625728439929
192.168.125.203;192;168;125;203;104.16567492347613;0.8362457001029617
192.168.125.204;192;168;125;204;105.16564912448474;0.8434288273619304
192.168.125.205;192;168;125;205;106.16562332549334;0.850611954620899
192.168.125.206;192;168;125;206;107.16559752650193;0.8577950818798676
192.168.125.207;192;168;125;207;108.16557172751054;0.8649782091388362
192.168.125.208;192;168;125;208;109.16554592851914;0.872161336397805
192.168.125.209;192;168;125;209;110.16552012952772;0.8793444636567733
192.168.125.211;192;168;125;211;112.1654685315449;0.893710718174711
192.168.125.212;192;168;125;212;113.16544273255352;0.9008938454336795
192.168.125.214;192;168;125;214;115.1653911345707;0.9152600999516168
192.168.125.217;192;168;125;217;118.16531373759648;0.9368094817285226
192.168.125.218;192;168;125;218;119.16528793860509;0.9439926089874914
192.168.125.220;192;168;125;220;121.16523634062227;0.9583588635054286
192.168.125.221;192;168;125;221;122.16521054163088;0.965541990764397
192.168.125.222;192;168;125;222;123.16518474263948;0.9727251180233657
192.168.125.223;192;168;125;223;124.1651589436481;0.9799082452823346
192.168.125.224;192;168;125;224;125.16513314465668;0.9870913725413034
192.168.125.225;192;168;125;225;126.16510734566528;0.994274499800272
192.168.125.226;192;168;125;226;127.16508154667389;1.0014576270592404
192.168.125.227;192;168;125;227;128.16505574768246;1.0086407543182092
192.168.125.228;192;168;125;228;129.16502994869106;1.0158238815771776
192.168.125.231;192;168;125;231;132.16495255171685;1.0373732633540838
192.168.127.62;192;168;127;62;-36.816321164218145;-2.1765236454288077
192.168.127.84;192;168;127;84;-14.816888742029008;-2.0184948457314977
192.168.127.85;192;168;127;85;-13.816914541020413;-2.0113117184725295
192.168.127.101;192;168;127;101;2.1826726751171464;-1.896381682329031
192.168.127.108;192;168;127;108;9.182492082177326;-1.8460997915162507
192.168.127.111;192;168;127;111;12.182414685203119;-1.8245504097393443
192.168.127.115;192;168;127;115;16.182311489237506;-1.79581790070347
192.168.127.117;192;168;127;117;18.182259891254702;-1.7814516461855325
192.168.128.152;192;168;128;152;53.18854005381458;-2.530016393130226
192.168.128.155;192;168;128;155;56.18846265684037;-2.50846701135332
192.168.128.156;192;168;128;156;57.188436857848956;-2.501283884094351
192.168.128.158;192;168;128;158;59.18838525986616;-2.486917629576413
192.168.128.159;192;168;128;159;60.18835946087477;-2.479734502317445
192.168.128.160;192;168;128;160;61.18833366188336;-2.4725513750584764
192.168.128.162;192;168;128;162;63.18828206390055;-2.4581851205405387
192.168.128.163;192;168;128;163;64.18825626490913;-2.4510019932815705
192.168.128.164;192;168;128;164;65.18823046591774;-2.4438188660226023
192.168.128.165;192;168;128;165;66.18820466692635;-2.4366357387636333
192.168.128.166;192;168;128;166;67.18817886793494;-2.4294526115046646
192.168.128.167;192;168;128;167;68.18815306894354;-2.4222694842456955
192.168.128.168;192;168;128;168;69.18812726995213;-2.4150863569867274
192.168.128.169;192;168;128;169;70.18810147096072;-2.4079032297277587
192.168.128.170;192;168;128;170;71.18807567196932;-2.4007201024687905
192.168.128.171;192;168;128;171;72.18804987297791;-2.393536975209821
192.168.128.172;192;168;128;172;73.18802407398653;-2.3863538479508524
192.168.128.173;192;168;128;173;74.18799827499512;-2.3791707206918846
192.168.128.174;192;168;128;174;75.18797247600372;-2.3719875934329155
192.168.128.175;192;168;128;175;76.1879466770123;-2.364804466173947
192.168.128.176;192;168;128;176;77.1879208780209;-2.3576213389149787
192.168.128.177;192;168;128;177;78.1878950790295;-2.350438211656009
192.168.128.178;192;168;128;178;79.1878692800381;-2.343255084397041
192.168.128.179;192;168;128;179;80.1878434810467;-2.336071957138072
192.168.128.181;192;168;128;181;82.18779188306391;-2.321705702620135
192.168.128.182;192;168;128;182;83.18776608407249;-2.3145225753611656
192.168.128.183;192;168;128;183;84.18774028508109;-2.3073394481021974
192.168.128.184;192;168;128;184;85.18771448608969;-2.300156320843229
192.168.128.185;192;168;128;185;86.18768868709827;-2.2929731935842605
192.168.128.186;192;168;128;186;87.18766288810687;-2.2857900663252915
192.168.128.187;192;168;128;187;88.18763708911548;-2.2786069390663233
192.168.128.188;192;168;128;188;89.18761129012408;-2.2714238118073538
192.168.128.189;192;168;128;189;90.18758549113267;-2.264240684548386
192.168.128.191;192;168;128;191;92.18753389314986;-2.2498744300304483
192.168.128.192;192;168;128;192;93.18750809415846;-2.2426913027714797
192.168.128.193;192;168;128;193;94.18748229516706;-2.235508175512511
192.168.128.194;192;168;128;194;95.18745649617566;-2.2283250482535424
192.168.128.195;192;168;128;195;96.18743069718425;-2.2211419209945737
192.168.128.196;192;168;128;196;97.18740489819285;-2.2139587937356056
192.168.128.197;192;168;128;197;98.18737909920145;-2.2067756664766365
192.168.128.198;192;168;128;198;99.18735330021005;-2.199592539217668
192.168.128.199;192;168;128;199;100.18732750121865;-2.192409411958699
192.168.128.200;192;168;128;200;101.18730170222724;-2.185226284699731
192.168.128.201;192;168;128;201;102.18727590323584;-2.178043157440762
192.168.128.202;192;168;128;202;103.18725010424444;-2.1708600301817937
192.168.128.203;192;168;128;203;104.18722430525303;-2.1636769029228247
192.168.128.205;192;168;128;205;106.18717270727024;-2.1493106484048874
192.168.128.206;192;168;128;206;107.18714690827883;-2.1421275211459188
192.168.128.207;192;168;128;207;108.18712110928742;-2.13494439388695
192.168.128.208;192;168;128;208;109.18709531029602;-2.1277612666279815
192.168.128.210;192;168;128;210;111.18704371231321;-2.113395012110044
192.168.128.211;192;168;128;211;112.18701791332181;-2.106211884851075
192.168.128.212;192;168;128;212;113.18699211433042;-2.099028757592107
192.168.128.213;192;168;128;213;114.186966315339;-2.0918456303331383
192.168.128.214;192;168;128;214;115.18694051634762;-2.0846625030741692
192.168.128.215;192;168;128;215;116.1869147173562;-2.077479375815201
192.168.128.216;192;168;128;216;117.1868889183648;-2.0702962485562324
192.168.128.217;192;168;128;217;118.18686311937341;-2.0631131212972638
192.168.128.219;192;168;128;219;120.1868115213906;-2.048746866779326
192.168.128.220;192;168;128;220;121.18678572239918;-2.0415637395203574
192.168.128.221;192;168;128;221;122.18675992340776;-2.034380612261389
192.168.128.222;192;168;128;222;123.18673412441636;-2.0271974850024206
192.168.128.223;192;168;128;223;124.18670832542497;-2.020014357743452
192.168.128.224;192;168;128;224;125.18668252643359;-2.0128312304844833
192.168.128.225;192;168;128;225;126.18665672744217;-2.0056481032255147
192.168.128.226;192;168;128;226;127.18663092845078;-1.9984649759665458
192.168.128.227;192;168;128;227;128.18660512945937;-1.9912818487075772
192.168.128.231;192;168;128;231;132.18650193349373;-1.9625493396717026
192.168.128.237;192;168;128;237;138.18634713954535;-1.9194505761178906
192.168.128.247;192;168;128;247;148.1860891496313;-1.8476193035282045
192.168.128.251;192;168;128;251;152.1859859536657;-1.81888679449233
192.168.121.54;192;168;121;54;-44.859213535840745;3.7658565425510155
192.168.121.164;192;168;121;164;65.13794857510497;4.556000541037567
192.168.122.168;192;168;122;168;69.14502850639832;3.5847588490648454
192.168.125.128;192;168;125;128;29.167609847831336;0.2975111556803134
192.168.125.130;192;168;125;130;31.16755824984853;0.31187741019825077
192.168.125.245;192;168;125;245;146.16459136583723;1.1379370449796449
192.168.127.2;192;168;127;2;-96.81477322473398;-2.6075112809669263
192.168.127.94;192;168;127;94;-4.817146731943034;-1.9466635731418114
192.168.127.95;192;168;127;95;-3.8171725309344375;-1.9394804458828427
